"CompoundID","MACCSKeysFingerprints"
"Cmpd4592","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 1 0 0 1 0 1 0 0 2 1 1 0 0 1 2 0 1 0 0 0 0 1 6 2 0 0 0 0 0 1 1 2 1 1 3 0 1 0 4 1 1 1 0 1 1 2 0 0 2 1 1 2 6 0 1 0 1 1 0 1 1 5 0 2 3 3 1 0 3 2 1 2 3 0 1 1 5 1 3 5 2 8 2 3 3 0 3 2 3 1"
"Cmpd4593","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 1 4 0 0 2 2 0 0 2 0 2 0 2 0 3 0 0 4 0 0 3 2 3 2 5 0 0 0 0 1 3 0 2 0 0 4 2 1 0 0 0 0 4 0 0 3 3 2 0 0 2 0 4 1 0 0 1 1 0 2 0 4 3 1 0 4 0 3 4 2 2 4 0 2 0 3 1 0 1 4 1 13 0 8 4 0 3 0 2 4 4 1"
"Cmpd4594","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 2 0 0 1 0 0 1 2 0 0 0 0 1 1 2 2 6 0 0 0 0 1 4 0 0 0 1 0 1 0 5 0 0 0 0 2 0 4 0 0 1 0 2 1 1 2 1 0 1 3 0 0 0 0 4 5 0 5 0 1 1 2 3 5 2 0 0 0 1 6 5 0 4 0 10 2 5 0 1 0 3 5 4 1"
"Cmpd4595","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 2 1 0 0 0 1 0 0 1 1 2 1 0 0 1 0 3 3 0 0 0 0 2 2 0 0 3 0 0 0 0 1 0 0 0 0 0 0 1 1 3 1 0 0 0 0 1 0 0 5 0 0 3 0 2 6 1 0 8 0 0 0 4 0 0 1 2 0 2 0 0 0 0 1 3 1 1 3 8 4 3 2 3 0 0 0 5 0 1 2 9 2 0 3 0 4 9 2 1 2 2 0 4 1 3 1 0 4 0 9 2 0 0 4 9 5 1"
"Cmpd4596","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 2 1 0 5 0 0 0 0 1 0 0 0 0 3 4 0 1 0 0 0 0 1 0 0 1 2 2 0 0 0 0 2 5 0 2 0 0 0 0 1 7 0 1 0 2 2 0 0 0 2 0 1"
"Cmpd4597","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 1 0 0 1 6 0 1 0 0 0 0 0 1 0 0 4 1 2 1 0 1 0 2 0 0 0 0 1 0 1 0 0 0 0 2 1 2 1 5 0 0 1 0 0 2 2 1 2 0 0 1 1 1 0 0 1 0 0 2 3 3 0 0 1 3 1 1 0 0 1 1 1 0 3 0 1 3 2 0 2 1 3 1 2 2 2 0 1 1 2 1 1 2 0 2 9 2 4 2 1 3 0 2 2 3 1"
"Cmpd4598","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 1 2 1 0 0 1 0 0 3 0 0 0 0 0 2 0 0 4 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 6 0 0 3 2 0 0 1 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 3 2 1 1 0 0 3 0 0 0 2 0 2 0 0 0 3 0 0 1 0 2 3 0 1 0 0 0 1 0 0 0 0 1 0 3 0 0 0 2 3 2 1"
"Cmpd4599","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 4 0 0 0 4 0 0 0 0 0 4 4 0 0 0 0 12 0 0 0 12 0 0 0 0 8 0 12 0 6 0 4 0 0 0 0 4 4 0 0 0 0 0 4 0 4 4 4 0 12 0 0 0 2 16 12 6 12 0 0 0 4 4 12 6 12 0 4 0 0 0 12 4 8 0 0 0 0 12 0 4 0 0 12 12 0 4 0 0 12 1 1"
"Cmpd4600","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 1 2 1 0 0 0 0 0 1 2 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 2 2 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 0 3 0 0 0 0 1 0 0 0 2 0 1 0 2 2 0 4 0 0 3 0 0 0 1 1"
"Cmpd4601","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1"
"Cmpd4602","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 4 0 0 0 0 3 0 2 0 0 4 0 0 0 0 1"
"Cmpd4603","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 1"
"Cmpd4604","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 6 0 0 0 1 3 2 0 1 1 2 0 2 0 1 1 0 0 0 1 0 0 0 0 1 0 2 2 1 1 5 0 2 3 1 1 0 1 0 3 1 4 1 1 1 1 3 4 1 0 1 0 1 2 3 1 3 2 5 2 4 1 1 0 3 4 3 1"
"Cmpd4605","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 1 0 1 5 3 0 10 0 0 0 1 1 0 0 0 0 8 9 0 0 2 0 0 0 1 0 2 0 2 3 1 0 0 0 2 10 1 3 0 0 0 2 1 12 0 1 4 2 3 1 0 0 2 0 1"
"Cmpd4606","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 4 0 0 0 0 0 0 0 5 0 8 0 0 0 0 3 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 8 0 0 0 5 2 0 0 0 0 1 0 0 0 0 2 0 2 1 2 0 0 0 2 4 0 0 0 2 0 0 2 5 14 0 2 4 2 5 1 0 14 4 0 2 0 2 2 0 4 0 5 14 0 0 2 5 2 1"
"Cmpd4607","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 8 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 12 0 0 1 0 0 0 4 0 2 2 0 2 2 0 0 3 1 0 0 4 2 0 9 0 0 1 0 0 14 0 0 6 0 3 1 2 0 2 0 3 3 0 0 4 3 2 1 1 3 2 1 0 0 1 1 1 0 0 4 2 4 5 0 5 4 3 1 8 3 5 0 2 4 1 1 1 5 2 4 16 4 8 5 4 3 0 3 5 8 1"
"Cmpd4608","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 7 0 0 2 0 0 0 0 0 0 0 4 0 0 1 0 3 0 0 4 0 3 0 6 0 0 0 0 2 0 0 4 5 1 3 1 1 1 0 0 0 3 0 0 0 0 0 1 0 2 1 1 0 1 0 4 3 1 4 1 5 0 1 1 7 4 3 1 5 2 7 0 0 4 5 3 2 1 5 2 12 3 6 7 4 3 0 2 7 2 1"
"Cmpd4609","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 0 0 0 3 0 0 3 0 0 0 1 0 2 0 1 1 0 1 0 0 0 1 2 1 0 0 1 1 3 1 2 1 0 0 3 1 3 1 0 1 3 0 1 0 6 1 2 1 0 1 6 2 1 1 0 1 1 1 2 3 4 3 2 6 1 2 0 1 6 1 1"
"Cmpd4610","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 3 7 0 0 1 0 0 0 1 0 4 2 2 0 0 0 0 2 3 0 1 1 1 2 7 3 0 0 1 0 2 0 2 7 0 2 1 2 0 0 2 3 2 0 0 3 3 4 0 0 3 0 0 0 1 0 0 0 0 2 0 3 3 3 0 3 5 4 0 1 3 3 0 4 5 5 0 1 3 3 1 12 0 12 3 5 4 0 3 3 4 1"
"Cmpd4611","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 12 0 0 4 41 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 5 0 18 0 0 39 1 0 0 5 13 0 0 0 0 2 76 33 48 0 0 41 5 5 0 26 0 0 0 0 53 10 0 0 13 0 48 45 0 1 2 12 0 48 26 0 5 5 0 8 0 12 0 1 0 4 0 68 24 0 0 0 56 5 5 11 67 19 57 1 0 7 67 26 0 19 0 57 2 5 56 61 184 11 101 67 19 57 0 7 67 12 1"
"Cmpd4612","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 2 9 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 0 1 1 0 1 10 0 0 0 0 0 2 0 0 4 0 0 2 0 3 0 0 0 0 4 0 2 2 2 0 0 4 1 3 3 6 0 2 1 0 0 0 0 2 5 2 3 1 2 3 2 4 3 4 2 1 2 0 3 5 0 3 4 4 6 3 1 2 0 4 3 5 1"
"Cmpd4613","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 1 0 1 0 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 1 2 0 0 0 0 0 0 2 0 0 0 7 0 1 0 0 3 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 7 0 0 0 0 1 0 1 1 2 0 0 0 1 1 0 0 1 0 0 1 2 1 0 1 0 3 1 1 0 0 0 1 2 0 3 0 1 2 2 1 3 2 1 1 2 2 3 0 0 2 2 0 1 2 1 2 4 3 1 3 2 1 0 2 3 3 1"
"Cmpd4614","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 1 0 0 3 1 0 2 2 1 3 0 0 1 2 0 3 0 1 0 0 3 0 3 1 0 0 1 3 1 1"
"Cmpd4615","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 1 0 0 0 0 0 0 0 2 3 0 1 0 0 0 1 1 6 1 0 0 0 2 0 1 1 2 0 0 2 1 2 0 0 0 0 2 0 1 1 0 0 0 2 2 2 1 1 0 2 0 1 3 0 0 1 2 0 2 1 2 2 1 3 2 2 0 1 2 2 2 2 0 1 4 4 4 2 1 2 0 3 2 3 1"
"Cmpd4616","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 5 0 0 0 0 1 8 0 0 3 1 0 0 2 2 0 1 1 0 2 0 2 0 0 1 0 1 0 2 7 3 0 1 2 0 0 0 1 2 1 1 4 2 0 2 1 4 4 2 0 2 2 0 4 1 1 0 0 5 0 4 2 0 0 4 4 6 1"
"Cmpd4617","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 3 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 1 7 2 2 0 1 0 0 0 0 1 2 2 0 0 0 1 1 0 0 2 0 2 4 7 0 0 0 1 0 2 0 2 0 0 1 2 0 1 0 0 0 1 3 2 4 3 1 0 0 3 1 1 3 7 0 2 2 3 2 3 1 4 6 0 3 0 5 1 2 4 3 3 1 0 2 2 1 6 1 3 11 4 9 3 0 5 0 4 3 4 1"
"Cmpd4618","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 5 0 0 0 0 1 0 0 0 0 1 3 2 5 1 0 8 0 1 0 6 0 0 0 0 6 0 0 0 1 0 5 6 0 2 0 2 0 5 0 0 0 0 0 1 0 2 1 2 4 0 0 9 2 0 0 0 6 0 3 3 10 3 6 2 0 2 10 0 0 3 0 6 2 3 6 6 18 5 11 10 3 6 0 2 10 2 1"
"Cmpd4619","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 7 0 0 0 12 0 4 3 2 0 0 3 0 0 6 0 0 0 2 0 0 2 0 0 3 2 0 9 0 0 0 0 2 8 0 0 7 0 0 0 0 0 2 2 4 0 10 4 5 5 0 0 0 1 8 2 4 9 0 2 8 0 0 0 0 5 14 2 10 6 5 2 1 1 10 10 0 6 4 0 2 14 0 20 16 18 6 10 6 5 0 1 10 5 1"
"Cmpd4620","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 9 0 0 0 1 2 2 1 0 0 1 8 8 10 1 0 10 1 1 0 0 0 0 0 0 4 0 1 0 2 0 10 6 0 0 4 4 1 10 5 1 1 1 2 0 0 0 0 0 2 1 0 11 2 0 0 0 10 1 5 1 11 11 13 0 0 0 11 5 2 11 1 10 1 5 10 10 37 1 25 11 11 13 0 0 11 1 1"
"Cmpd4621","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 2 1 6 0 1 9 0 0 0 6 0 1 1 2 0 2 0 0 0 0 2 0 0 2 3 7 3 0 1 2 0 2 0 3 0 1 1 6 3 0 3 0 3 6 2 0 3 7 0 3 1 3 1 0 5 0 6 3 0 0 3 6 4 1"
"Cmpd4622","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 1 0 1 0 0 0 1 1 1 2 1 2 0 0 0 0 1 1 0 0 0 0 2 0 0 1 1 0 1 5 2 0 0 1 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 3 2 5 4 1 0 1 1 0 0 4 4 1 1 0 0 0 0 0 5 4 0 1 0 4 0 0 3 1 3 1 0 0 1 0 4 0 1 5 1 6 1 0 4 0 3 1 3 1"
"Cmpd4623","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 0 5 3 2 0 0 5 0 0 0 0 0 0 0 0 4 0 0 0 0 1 2 3 0 0 0 0 0 2 1 0 0 0 0 2 0 0 0 0 2 0 0 6 3 0 0 0 4 0 3 3 7 0 3 0 0 0 7 1 0 0 0 3 0 3 4 5 8 3 5 7 0 3 0 0 7 0 1"
"Cmpd4624","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 4 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 2 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 2 2 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 2 2 0 0 0 0 0 0 2 0 1 0 0 0 1 3 0 3 0 2 2 0 0 0 1 1"
"Cmpd4625","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 10 1 0 0 0 0 0 1 1 0 0 0 2 1 0 0 0 0 0 2 0 1 1 1 0 0 3 0 0 1 5 0 0 0 0 3 0 0 1 3 0 0 0 1 0 0 4 0 2 1 0 0 0 0 3 0 2 0 0 3 0 0 1 0 4 0 4 1"
"Cmpd4626","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 3 0 1 0 0 0 1 0 0 4 0 0 0 1 0 2 0 0 1 2 0 2 5 5 0 26 0 0 0 1 2 4 0 4 0 22 21 4 0 7 0 0 0 3 0 4 0 8 5 1 0 0 0 8 26 2 5 0 0 1 4 2 32 0 6 4 8 5 1 0 0 8 0 1"
"Cmpd4627","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 1 0 1 2 0 0 0 0 2 0 0 0 2 0 0 2 0 1 0 0 0 0 2 1 2 2 0 0 0 1 1 1 2 2 0 1 0 0 0 0 0 2 2 0 1 1 2 1 1 1 1 2 0 1 1 1 1 2 0 1 4 2 3 1 1 2 0 1 1 2 1"
