"CompoundID","MACCSKeysFingerprints"
"Cmpd4556","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 10 0 0 0 0 0 0 0 1 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 9 0 2 0 0 0 1 0 0 0 0 0 0 0 2 0 1 2 0 2 0 2 0 6 1 0 0 0 0 2 1 0 22 0 2 0 6 0 0 2 1 2 0 2 1 1 0 1 0 0 3 7 1 0 0 5 1 1 0 0 2 1 1 3 8 6 3 7 0 1 8 0 0 6 24 2 6 1 2 1 8 9 3 8 6 3 0 1 8 2 1"
"Cmpd4557","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 2 1 6 0 0 0 0 1 0 0 0 3 0 0 3 0 0 0 0 3 0 2 0 1 1 1 0 0 2 0 0 4 2 0 1 2 0 0 0 1 1 0 1 2 1 1 0 0 3 2 2 1 1 2 0 2 0 1 2 4 1 3 2 1 1 0 3 2 3 1"
"Cmpd4558","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 7 0 0 8 0 0 0 2 0 2 0 0 0 2 6 0 0 0 0 0 0 0 0 0 0 8 2 6 6 0 0 8 4 0 0 0 0 2 0 0 4 12 4 0 6 5 2 12 0 2 4 5 0 6 0 0 0 0 10 0 12 4 0 0 2 12 2 1"
"Cmpd4559","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3 0 0 2 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 4 0 0 0 0 1 2 1 0 0 0 3 2 1 2 0 0 0 2 0 1 0 0 0 0 0 0 0 0 2 3 1 3 2 4 0 0 2 0 0 2 2 1 0 0 1 0 1 2 0 0 0 1 0 2 3 2 2 0 2 2 2 2 0 2 2 0 2 1 3 1 1 3 3 0 5 0 3 2 1 2 5 0 2 0 0 0 2 3 0 1 6 6 5 5 0 3 0 2 5 3 1"
"Cmpd4560","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 1 2 4 0 0 1 0 2 0 0 0 0 0 9 7 4 0 0 4 0 0 1 8 1 0 0 0 5 0 1 0 2 0 4 5 0 0 1 1 1 4 4 2 1 1 0 0 0 3 0 0 1 0 0 8 0 0 0 0 4 1 2 0 4 1 9 0 0 3 4 4 0 1 0 8 0 2 4 9 19 0 13 4 1 9 0 3 4 3 1"
"Cmpd4561","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 6 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 1 0 6 0 0 0 0 5 0 1 7 8 0 0 0 0 0 0 0 1 0 0 8 6 1 1 1 0 0 2 0 0 1 11 3 4 8 6 0 1 3 2 3 2 0 2 1 17 14 8 3 1 15 3 17 6 12 3 0 0 0 14 15 3 0 12 0 9 11 8 2 2 0 2 9 6 4 8 8 3 7 2 5 3 5 11 4 2 23 11 2 0 4 15 8 10 8 26 5 21 5 3 8 26 6 3 5 8 15 4 10 15 14 57 14 36 26 5 21 0 8 26 12 1"
"Cmpd4562","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 2 8 1 1 1 0 0 0 2 0 2 0 1 0 0 0 0 1 1 0 1 1 0 1 8 1 0 0 0 0 0 0 1 3 0 1 1 1 1 0 0 1 1 2 1 3 3 2 0 0 3 1 2 0 0 0 0 0 1 1 1 1 3 1 0 2 3 3 2 1 3 2 2 2 3 3 0 1 1 1 0 9 2 7 2 3 3 0 3 2 4 1"
"Cmpd4563","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 2 0 0 0 0 1 4 0 0 3 0 0 1 0 0 0 1 4 0 2 0 0 0 0 0 0 0 0 0 6 2 0 2 0 1 0 0 0 0 3 0 0 3 2 0 0 4 0 2 0 3 0 2 0 3 0 5 2 0 4 0 3 2 0 4 0 4 1"
"Cmpd4564","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 7 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 9 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 4 0 0 0 0 0 0 1 0 2 3 3 0 0 0 1 2 0 0 0 2 0 3 1 6 4 0 3 1 2 6 0 0 4 1 0 4 3 2 3 0 7 0 6 4 0 0 2 6 2 1"
"Cmpd4565","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 1 0 0 1 0 0 0 0 3 6 0 0 11 0 0 0 3 0 0 2 4 0 3 0 0 0 0 0 0 0 0 3 5 4 0 3 3 0 0 0 0 0 0 3 3 2 0 3 0 3 3 3 0 2 2 0 3 0 0 0 0 3 0 3 2 0 0 3 3 4 1"
"Cmpd4566","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 6 0 0 2 0 0 2 0 0 0 1 0 0 0 2 0 0 0 0 0 0 2 0 0 0 2 2 1 3 0 0 2 1 0 0 0 0 0 2 1 1 3 0 1 3 1 2 3 0 1 0 0 0 2 1 0 0 0 3 0 3 0 1 0 2 3 3 1"
"Cmpd4567","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 10 1 3 0 3 0 0 0 0 0 0 2 0 2 0 0 0 2 0 0 0 2 2 10 0 0 0 1 0 4 1 2 2 0 0 0 0 2 0 0 0 0 0 3 3 3 0 1 0 4 2 2 0 0 0 2 0 2 2 2 1 3 1 1 4 2 4 2 5 4 4 0 0 2 3 1 2 1 1 0 9 5 5 4 2 4 0 4 4 5 1"
"Cmpd4568","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 1 0 1 1 0 0 1 3 1 1 2 0 0 0 2 0 2 1 0 0 0 0 0 1 0 1 0 1 0 0 4 1 0 1 0 0 2 0 0 2 0 1 3 0 0 3 1 4 1 3 1 2 2 2 0 1 2 0 0 2 3 1 2 0 0 0 0 1 2 4 1 2 3 4 0 1 1 2 3 2 3 1 1 0 4 1 7 9 0 8 2 3 4 0 1 2 2 1"
"Cmpd4569","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 4 0 0 0 0 1 4 0 0 3 0 0 0 2 1 0 1 1 0 2 0 1 0 0 1 0 1 0 1 0 0 0 2 4 0 0 0 1 1 0 2 5 2 0 1 2 1 5 2 0 2 3 0 4 0 1 4 0 5 0 5 2 0 0 1 5 3 1"
"Cmpd4570","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 3 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 7 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 5 0 1 1 0 0 2 0 6 4 0 0 0 0 0 1 5 2 0 0 0 1 0 4 0 0 0 0 1 0 1 4 2 0 1 0 0 0 5 0 0 0 8 1 1 0 0 0 4 1 5 8 0 3 5 0 5 8 0 0 0 4 3 5 1 0 1 8 10 4 8 0 3 0 5 8 5 1"
"Cmpd4571","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0 1 4 0 0 0 0 0 2 2 2 5 0 1 1 2 1 0 1 0 1 0 0 2 2 1 0 0 2 0 1 0 0 0 2 0 1 6 1 1 2 0 1 2 1 2 1 0 2 2 0 1 1 2 1 1 0 1 0 10 1 5 2 1 2 0 2 2 3 1"
"Cmpd4572","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 7 0 0 0 2 0 0 0 0 1 1 4 0 0 3 2 1 0 0 2 0 1 1 6 2 0 0 0 2 0 0 4 0 0 1 1 1 0 0 0 0 1 3 0 2 2 1 0 0 2 0 1 1 3 0 3 1 2 4 2 1 2 3 1 2 0 3 1 4 3 2 3 1 0 4 2 1 3 1 0 8 1 7 2 0 3 0 3 2 4 1"
"Cmpd4573","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 0 0 0 1 0 0 1 1 2 1 0 0 1 4 0 3 0 0 0 0 0 2 0 0 2 1 2 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 4 2 4 0 0 2 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 2 2 2 0 0 3 2 0 0 0 0 3 1 0 2 0 2 2 2 0 0 2 0 4 0 0 2 2 0 1 0 0 1 0 0 0 0 8 0 4 2 0 4 0 2 2 2 1"
"Cmpd4574","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 2 1 0 0 1 0 0 3 0 0 0 0 0 0 0 0 1 0 2 1 1 0 0 1 1 2 0 0 1 1 1 0 0 1 0 2 0 0 0 0 1 0 0 0 2 1 0 0 2 2 1 2 0 1 2 0 1 2 4 0 0 0 2 0 4 0 3 2 2 1 0 1 2 2 1"
"Cmpd4575","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 5 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 6 0 0 0 1 0 2 1 1 4 0 1 0 0 3 1 0 0 1 0 1 2 1 0 2 0 3 3 3 0 0 0 0 0 0 1 0 1 2 1 0 5 2 1 3 0 2 5 0 0 2 0 0 4 1 1 1 4 8 1 5 2 1 0 2 5 3 1"
"Cmpd4576","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 6 0 0 0 0 0 1 0 0 0 0 2 0 0 2 2 0 0 0 1 1 1 0 6 1 0 0 0 4 2 0 2 8 0 0 1 1 1 0 2 2 0 1 0 0 0 0 1 0 2 1 1 0 1 0 3 4 0 2 0 1 0 2 2 4 2 1 1 3 2 4 1 0 2 2 1 2 2 1 5 3 4 2 4 2 1 0 2 4 3 1"
"Cmpd4577","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 3 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 3 0 1 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 3 0 1"
"Cmpd4578","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 6 0 0 1 1 0 0 0 0 0 0 1 2 1 1 4 0 0 2 0 0 0 0 0 1 0 0 1 0 1 0 1 4 2 1 0 0 0 0 0 2 1 0 0 0 2 0 0 2 0 0 0 2 0 1 4 4 0 0 1 2 0 2 0 0 1 3 0 0 0 0 2 4 0 0 2 0 4 2 0 1 2 0 0 0 0 3 0 0 2 0 8 0 5 2 0 4 0 1 2 2 1"
"Cmpd4579","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 9 0 0 17 1 0 0 3 0 1 5 6 0 6 0 2 0 0 2 0 0 1 1 10 9 0 0 7 0 0 0 1 2 1 0 4 5 0 1 0 4 4 6 0 5 0 0 3 1 1 4 0 6 0 4 5 0 0 4 4 6 1"
"Cmpd4580","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 3 1 0 0 0 1 0 0 1 1 2 1 0 0 1 0 3 3 0 1 0 0 0 2 1 0 4 0 0 0 0 1 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 3 0 0 3 0 0 4 1 0 7 0 0 0 4 0 0 2 4 0 3 0 0 0 0 1 3 1 0 0 4 1 3 2 0 0 0 0 3 0 0 2 5 4 0 0 2 3 5 3 1 4 4 0 0 0 1 0 0 1 0 5 4 0 0 3 5 3 1"
"Cmpd4581","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 2 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 2 1 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 2 0 0 1 4 2 0 3 1 1 0 1 4 1 0 1 0 1 0 6 0 2 1 4 2 0 1 1 2 1"
"Cmpd4582","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 0 0 5 0 0 0 0 0 2 0 0 3 0 0 4 0 1 1 1 0 0 3 0 1 0 1 0 0 2 0 1 7 8 0 1 0 1 0 0 0 1 2 1 1 1 1 1 2 2 1 3 1 1 0 0 1 2 0 4 2 1 3 1 1 1 0 2 1 3 1"
"Cmpd4583","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 2 0 0 0 0 10 0 0 0 12 0 0 0 0 2 0 12 0 5 0 4 0 0 0 0 1 4 0 0 0 0 0 1 0 0 0 2 0 12 0 0 0 0 4 12 5 12 0 0 0 4 0 6 5 12 0 2 0 0 0 12 1 6 0 0 0 0 6 0 6 0 0 6 12 0 2 0 0 12 0 1"
"Cmpd4584","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 4 0 0 0 0 0 6 0 0 0 0 1 0 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 2 4 5 0 0 0 2 1 0 0 0 0 0 0 2 6 4 0 5 3 2 6 0 0 4 3 0 6 0 0 1 0 10 0 6 4 0 0 2 6 2 1"
"Cmpd4585","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 0 1 0 0 2 0 0 0 0 1 6 0 0 7 0 0 0 5 0 0 2 4 0 3 0 0 0 0 1 0 0 1 2 10 5 0 1 3 0 0 0 3 0 1 1 5 3 0 2 0 3 5 3 0 3 4 0 3 1 3 1 0 3 0 5 3 0 0 3 5 4 1"
"Cmpd4586","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 1 0 1 0 0 1 2 1 0 0 1 2 2 0 0 1 1 0 0 0 1 0 0 1 0 2 1 0 0 2 2 2 1"
"Cmpd4587","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 0 0 1 7 2 2 0 1 0 0 0 0 1 1 2 0 0 0 0 0 2 0 0 0 1 3 6 0 0 0 0 0 2 0 2 3 0 0 1 0 2 0 2 1 0 1 2 3 3 1 0 0 3 2 2 0 4 0 1 0 2 2 2 0 3 3 0 2 2 4 2 2 4 2 1 1 2 2 1 2 3 0 1 7 4 7 2 2 4 0 4 2 4 1"
"Cmpd4588","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 2 0 1 0 3 0 0 0 0 0 1 0 0 0 0 0 0 2 2 4 0 0 0 0 1 0 0 3 0 0 0 0 3 2 0 0 11 1 0 0 4 0 0 4 6 0 6 0 0 0 0 0 0 0 1 3 4 2 0 4 4 0 0 0 0 0 2 4 5 4 0 3 0 2 5 6 0 4 8 0 4 2 0 6 0 6 0 5 4 0 0 2 5 3 1"
"Cmpd4589","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 6 0 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 7 0 0 0 16 0 4 3 2 0 2 3 0 0 6 0 0 0 2 0 0 2 0 0 3 2 0 9 0 0 0 0 2 8 0 0 11 14 0 0 0 0 2 2 4 0 10 4 5 5 0 0 0 1 8 2 4 9 0 2 8 0 0 0 0 5 14 2 10 6 5 2 7 1 10 10 0 6 4 0 2 14 0 20 20 18 6 10 6 5 0 1 10 5 1"
"Cmpd4590","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 5 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 0 1 0 2 0 16 0 1 0 0 2 6 0 0 20 0 1 0 6 0 1 0 4 1 1 0 1 0 0 5 0 3 5 7 1 8 0 3 7 0 0 0 7 1 1 2 15 7 1 7 0 5 15 1 0 7 11 1 9 1 7 8 4 14 2 15 7 1 0 5 15 7 1"
"Cmpd4591","FingerprintsVector;MACCSKeyCount;166;OrderedNumericalValues;ValuesString;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0 0 1 0 0 0 5 0 2 1 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 2 1 0 1 6 0 0 0 0 0 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 3 2 0 1 0 3 2 2 0 0 0 1 0 0 0 0 1 3 2 1 4 2 2 2 1 2 4 0 0 2 1 0 2 2 1 2 8 5 2 4 2 2 0 2 4 3 1"
